date,window,score
2003-06-02,rolling20y,47.24
2003-06-03,full,41.41
2003-06-03,rolling20y,47.06
2003-06-04,full,39.66
2003-06-04,rolling20y,44.83
2003-06-05,full,38.46
2003-06-05,rolling20y,43.08
2003-06-06,full,39.5
2003-06-06,rolling20y,44.58
2003-06-09,full,40.64
2003-06-09,rolling20y,46.02
2003-06-10,full,39.87
2003-06-10,rolling20y,45.07
2003-06-11,full,38.35
2003-06-11,rolling20y,43.01
2003-06-12,full,38.24
2003-06-12,rolling20y,42.87
2003-06-13,full,38.7
2003-06-13,rolling20y,43.37
2003-06-16,full,37.01
2003-06-16,rolling20y,41.06
2003-06-17,full,37.08
2003-06-17,rolling20y,41.18
2003-06-18,full,37.47
2003-06-18,rolling20y,41.76
2003-06-19,full,39.12
2003-06-19,rolling20y,44.07
2003-06-20,full,39.3
2003-06-20,rolling20y,44.37
2003-06-23,full,40.75
2003-06-23,rolling20y,46.22
2003-06-24,full,40.83
2003-06-24,rolling20y,46.35
2003-06-25,full,41.16
2003-06-25,rolling20y,46.65
2003-06-26,full,40.84
2003-06-26,rolling20y,46.42
2003-06-27,full,41.9
2003-06-27,rolling20y,47.75
2003-06-30,full,42.05
2003-06-30,rolling20y,47.89
2003-07-01,full,42.41
2003-07-01,rolling20y,47.81
2003-07-02,full,41.2
2003-07-02,rolling20y,46.26
2003-07-03,full,42.07
2003-07-03,rolling20y,47.37
2003-07-04,full,42.07
2003-07-04,rolling20y,47.37
2003-07-07,full,40.9
2003-07-07,rolling20y,45.99
2003-07-08,full,41.54
2003-07-08,rolling20y,46.71
2003-07-09,full,41.95
2003-07-09,rolling20y,47.27
2003-07-10,full,43.15
2003-07-10,rolling20y,48.91
2003-07-11,full,42.51
2003-07-11,rolling20y,47.97
2003-07-14,full,42.04
2003-07-14,rolling20y,47.38
2003-07-15,full,42.99
2003-07-15,rolling20y,48.46
2003-07-16,full,43.82
2003-07-16,rolling20y,49.49
2003-07-17,full,45.6
2003-07-17,rolling20y,51.54
2003-07-18,full,44.55
2003-07-18,rolling20y,50.26
2003-07-21,full,45.55
2003-07-21,rolling20y,51.63
2003-07-22,full,45.0
2003-07-22,rolling20y,50.88
2003-07-23,full,44.34
2003-07-23,rolling20y,50.24
2003-07-24,full,45.24
2003-07-24,rolling20y,51.34
2003-07-25,full,43.08
2003-07-25,rolling20y,48.83
2003-07-28,full,43.46
2003-07-28,rolling20y,49.29
2003-07-29,full,44.56
2003-07-29,rolling20y,50.6
2003-07-30,full,45.47
2003-07-30,rolling20y,51.58
2003-07-31,full,45.86
2003-07-31,rolling20y,51.87
2003-08-01,full,51.0
2003-08-01,rolling20y,57.95
2003-08-04,full,50.77
2003-08-04,rolling20y,57.73
2003-08-05,full,52.71
2003-08-05,rolling20y,59.78
2003-08-06,full,52.61
2003-08-06,rolling20y,59.61
2003-08-07,full,51.34
2003-08-07,rolling20y,58.37
2003-08-08,full,51.19
2003-08-08,rolling20y,58.22
2003-08-11,full,50.63
2003-08-11,rolling20y,57.65
2003-08-12,full,49.78
2003-08-12,rolling20y,56.74
2003-08-13,full,50.54
2003-08-13,rolling20y,57.53
2003-08-14,full,50.22
2003-08-14,rolling20y,57.24
2003-08-15,full,50.17
2003-08-15,rolling20y,57.2
2003-08-18,full,49.85
2003-08-18,rolling20y,56.63
2003-08-19,full,49.95
2003-08-19,rolling20y,56.64
2003-08-20,full,50.03
2003-08-20,rolling20y,56.83
2003-08-21,full,50.42
2003-08-21,rolling20y,57.04
2003-08-22,full,52.2
2003-08-22,rolling20y,59.03
2003-08-25,full,51.76
2003-08-25,rolling20y,58.64
2003-08-26,full,51.36
2003-08-26,rolling20y,58.19
2003-08-27,full,51.67
2003-08-27,rolling20y,58.47
2003-08-28,full,50.94
2003-08-28,rolling20y,57.67
2003-08-29,full,49.49
2003-08-29,rolling20y,56.23
2003-09-01,full,39.85
2003-09-01,rolling20y,44.41
2003-09-02,full,39.02
2003-09-02,rolling20y,43.15
2003-09-03,full,38.62
2003-09-03,rolling20y,42.65
2003-09-04,full,38.21
2003-09-04,rolling20y,42.24
2003-09-05,full,38.21
2003-09-05,rolling20y,42.53
2003-09-08,full,37.17
2003-09-08,rolling20y,41.19
2003-09-09,full,37.71
2003-09-09,rolling20y,42.02
2003-09-10,full,39.06
2003-09-10,rolling20y,43.69
2003-09-11,full,38.6
2003-09-11,rolling20y,43.1
2003-09-12,full,37.9
2003-09-12,rolling20y,42.38
2003-09-15,full,38.43
2003-09-15,rolling20y,43.02
2003-09-16,full,37.46
2003-09-16,rolling20y,41.66
2003-09-17,full,37.38
2003-09-17,rolling20y,41.72
2003-09-18,full,36.21
2003-09-18,rolling20y,40.17
2003-09-19,full,36.54
2003-09-19,rolling20y,40.58
2003-09-22,full,36.4
2003-09-22,rolling20y,40.23
2003-09-23,full,35.85
2003-09-23,rolling20y,39.54
2003-09-24,full,37.87
2003-09-24,rolling20y,42.1
2003-09-25,full,38.47
2003-09-25,rolling20y,42.7
2003-09-26,full,39.34
2003-09-26,rolling20y,43.65
2003-09-29,full,37.94
2003-09-29,rolling20y,42.06
2003-09-30,full,39.0
2003-09-30,rolling20y,42.99
2003-10-01,full,39.24
2003-10-01,rolling20y,43.91
2003-10-02,full,38.85
2003-10-02,rolling20y,43.38
2003-10-03,full,38.48
2003-10-03,rolling20y,42.99
2003-10-06,full,37.74
2003-10-06,rolling20y,42.02
2003-10-07,full,36.87
2003-10-07,rolling20y,40.73
2003-10-08,full,37.48
2003-10-08,rolling20y,41.54
2003-10-09,full,37.39
2003-10-09,rolling20y,41.52
2003-10-10,full,36.92
2003-10-10,rolling20y,40.78
2003-10-13,full,36.3
2003-10-13,rolling20y,39.9
2003-10-14,full,36.29
2003-10-14,rolling20y,39.95
2003-10-15,full,36.81
2003-10-15,rolling20y,40.69
2003-10-16,full,36.42
2003-10-16,rolling20y,40.14
2003-10-17,full,37.61
2003-10-17,rolling20y,41.77
2003-10-20,full,37.17
2003-10-20,rolling20y,41.2
2003-10-21,full,36.97
2003-10-21,rolling20y,40.89
2003-10-22,full,38.03
2003-10-22,rolling20y,42.15
2003-10-23,full,37.91
2003-10-23,rolling20y,42.07
2003-10-24,full,38.29
2003-10-24,rolling20y,42.52
2003-10-27,full,38.27
2003-10-27,rolling20y,42.51
2003-10-28,full,36.92
2003-10-28,rolling20y,40.83
2003-10-29,full,36.84
2003-10-29,rolling20y,40.72
2003-10-30,full,36.92
2003-10-30,rolling20y,40.8
2003-10-31,full,37.2
2003-10-31,rolling20y,41.25
2003-11-03,full,30.67
2003-11-03,rolling20y,33.99
2003-11-04,full,30.92
2003-11-04,rolling20y,34.28
2003-11-05,full,31.27
2003-11-05,rolling20y,34.83
2003-11-06,full,31.07
2003-11-06,rolling20y,34.54
2003-11-07,full,31.05
2003-11-07,rolling20y,34.49
2003-11-10,full,31.29
2003-11-10,rolling20y,34.67
2003-11-11,full,31.43
2003-11-11,rolling20y,34.85
2003-11-12,full,29.99
2003-11-12,rolling20y,32.88
2003-11-13,full,29.93
2003-11-13,rolling20y,32.79
2003-11-14,full,30.81
2003-11-14,rolling20y,33.92
2003-11-17,full,31.78
2003-11-17,rolling20y,35.27
2003-11-18,full,32.1
2003-11-18,rolling20y,35.35
2003-11-19,full,31.51
2003-11-19,rolling20y,34.73
2003-11-20,full,32.53
2003-11-20,rolling20y,35.84
2003-11-21,full,32.41
2003-11-21,rolling20y,35.7
2003-11-24,full,31.57
2003-11-24,rolling20y,35.0
2003-11-25,full,31.38
2003-11-25,rolling20y,34.73
2003-11-26,full,30.44
2003-11-26,rolling20y,33.35
2003-11-27,full,30.44
2003-11-27,rolling20y,33.36
2003-11-28,full,30.26
2003-11-28,rolling20y,33.06
2003-12-01,full,31.81
2003-12-01,rolling20y,35.32
2003-12-02,full,31.71
2003-12-02,rolling20y,35.04
2003-12-03,full,31.87
2003-12-03,rolling20y,35.22
2003-12-04,full,31.87
2003-12-04,rolling20y,35.29
2003-12-05,full,32.29
2003-12-05,rolling20y,35.75
2003-12-08,full,31.32
2003-12-08,rolling20y,34.39
2003-12-09,full,32.41
2003-12-09,rolling20y,35.9
2003-12-10,full,32.82
2003-12-10,rolling20y,36.42
2003-12-11,full,32.24
2003-12-11,rolling20y,35.79
2003-12-12,full,31.46
2003-12-12,rolling20y,34.62
2003-12-15,full,32.14
2003-12-15,rolling20y,35.51
2003-12-16,full,31.56
2003-12-16,rolling20y,34.75
2003-12-17,full,31.51
2003-12-17,rolling20y,34.68
2003-12-18,full,30.57
2003-12-18,rolling20y,33.44
2003-12-19,full,30.94
2003-12-19,rolling20y,34.01
2003-12-22,full,30.4
2003-12-22,rolling20y,33.17
2003-12-23,full,30.22
2003-12-23,rolling20y,32.89
2003-12-24,full,30.33
2003-12-24,rolling20y,33.07
2003-12-25,full,30.33
2003-12-25,rolling20y,33.08
2003-12-26,full,30.29
2003-12-26,rolling20y,33.03
2003-12-29,full,29.19
2003-12-29,rolling20y,31.47
2003-12-30,full,29.22
2003-12-30,rolling20y,31.48
2003-12-31,full,28.97
2003-12-31,rolling20y,31.13
2004-01-01,full,20.91
2004-01-01,rolling20y,21.19
2004-01-02,full,21.27
2004-01-02,rolling20y,21.64
2004-01-05,full,19.98
2004-01-05,rolling20y,19.82
2004-01-06,full,19.81
2004-01-06,rolling20y,19.57
2004-01-07,full,19.97
2004-01-07,rolling20y,19.83
2004-01-08,full,19.44
2004-01-08,rolling20y,19.09
2004-01-09,full,20.15
2004-01-09,rolling20y,20.05
2004-01-12,full,19.89
2004-01-12,rolling20y,19.7
2004-01-13,full,20.49
2004-01-13,rolling20y,20.49
2004-01-14,full,20.02
2004-01-14,rolling20y,19.89
2004-01-15,full,20.46
2004-01-15,rolling20y,20.58
2004-01-16,full,20.29
2004-01-16,rolling20y,20.41
2004-01-19,full,20.29
2004-01-19,rolling20y,20.41
2004-01-20,full,20.16
2004-01-20,rolling20y,20.14
2004-01-21,full,19.77
2004-01-21,rolling20y,19.6
2004-01-22,full,19.77
2004-01-22,rolling20y,19.6
2004-01-23,full,20.4
2004-01-23,rolling20y,20.49
2004-01-26,full,19.72
2004-01-26,rolling20y,19.55
2004-01-27,full,20.29
2004-01-27,rolling20y,20.33
2004-01-28,full,21.77
2004-01-28,rolling20y,22.41
2004-01-29,full,21.88
2004-01-29,rolling20y,22.63
2004-01-30,full,22.06
2004-01-30,rolling20y,22.86
2004-02-02,full,14.5
2004-02-02,rolling20y,12.93
2004-02-03,full,14.33
2004-02-03,rolling20y,12.65
2004-02-04,full,15.35
2004-02-04,rolling20y,14.1
2004-02-05,full,15.16
2004-02-05,rolling20y,13.81
2004-02-06,full,13.86
2004-02-06,rolling20y,11.96
2004-02-09,full,14.24
2004-02-09,rolling20y,12.5
2004-02-10,full,13.76
2004-02-10,rolling20y,11.79
2004-02-11,full,12.6
2004-02-11,rolling20y,10.16
2004-02-12,full,13.12
2004-02-12,rolling20y,10.89
2004-02-13,full,13.84
2004-02-13,rolling20y,11.91
2004-02-16,full,13.85
2004-02-16,rolling20y,11.91
2004-02-17,full,12.82
2004-02-17,rolling20y,10.46
2004-02-18,full,13.53
2004-02-18,rolling20y,11.46
2004-02-19,full,14.4
2004-02-19,rolling20y,12.79
2004-02-20,full,15.25
2004-02-20,rolling20y,14.05
2004-02-23,full,15.54
2004-02-23,rolling20y,14.43
2004-02-24,full,15.51
2004-02-24,rolling20y,14.32
2004-02-25,full,15.65
2004-02-25,rolling20y,14.62
2004-02-26,full,15.9
2004-02-26,rolling20y,14.99
2004-02-27,full,15.92
2004-02-27,rolling20y,15.03
2004-03-01,full,19.64
2004-03-01,rolling20y,19.67
2004-03-02,full,21.33
2004-03-02,rolling20y,22.19
2004-03-03,full,21.83
2004-03-03,rolling20y,22.96
2004-03-04,full,20.88
2004-03-04,rolling20y,21.58
2004-03-05,full,20.14
2004-03-05,rolling20y,20.45
2004-03-08,full,21.34
2004-03-08,rolling20y,22.15
2004-03-09,full,21.74
2004-03-09,rolling20y,22.63
2004-03-10,full,24.27
2004-03-10,rolling20y,25.77
2004-03-11,full,25.94
2004-03-11,rolling20y,27.35
2004-03-12,full,25.15
2004-03-12,rolling20y,26.83
2004-03-15,full,26.61
2004-03-15,rolling20y,28.17
2004-03-16,full,25.66
2004-03-16,rolling20y,26.98
2004-03-17,full,24.63
2004-03-17,rolling20y,26.08
2004-03-18,full,23.93
2004-03-18,rolling20y,24.83
2004-03-19,full,25.64
2004-03-19,rolling20y,26.79
2004-03-22,full,27.11
2004-03-22,rolling20y,28.51
2004-03-23,full,27.5
2004-03-23,rolling20y,29.03
2004-03-24,full,28.19
2004-03-24,rolling20y,29.99
2004-03-25,full,26.17
2004-03-25,rolling20y,27.45
2004-03-26,full,26.34
2004-03-26,rolling20y,27.6
2004-03-29,full,24.49
2004-03-29,rolling20y,25.49
2004-03-30,full,23.96
2004-03-30,rolling20y,24.85
2004-03-31,full,23.89
2004-03-31,rolling20y,24.69
2004-04-01,full,31.33
2004-04-01,rolling20y,33.65
2004-04-02,full,30.96
2004-04-02,rolling20y,33.53
2004-04-05,full,30.55
2004-04-05,rolling20y,33.24
2004-04-06,full,30.57
2004-04-06,rolling20y,33.21
2004-04-07,full,31.2
2004-04-07,rolling20y,33.75
2004-04-08,full,31.87
2004-04-08,rolling20y,34.68
2004-04-09,full,31.96
2004-04-09,rolling20y,34.83
2004-04-12,full,31.59
2004-04-12,rolling20y,34.46
2004-04-13,full,33.94
2004-04-13,rolling20y,37.24
2004-04-14,full,34.71
2004-04-14,rolling20y,38.37
2004-04-15,full,34.86
2004-04-15,rolling20y,38.59
2004-04-16,full,33.76
2004-04-16,rolling20y,37.12
2004-04-19,full,33.87
2004-04-19,rolling20y,37.32
2004-04-20,full,36.38
2004-04-20,rolling20y,40.26
2004-04-21,full,36.11
2004-04-21,rolling20y,40.17
2004-04-22,full,34.54
2004-04-22,rolling20y,38.49
2004-04-23,full,34.67
2004-04-23,rolling20y,38.69
2004-04-26,full,34.93
2004-04-26,rolling20y,38.77
2004-04-27,full,34.61
2004-04-27,rolling20y,38.39
2004-04-28,full,36.97
2004-04-28,rolling20y,41.22
2004-04-29,full,37.81
2004-04-29,rolling20y,42.35
2004-04-30,full,38.75
2004-04-30,rolling20y,43.52
2004-05-03,full,29.47
2004-05-03,rolling20y,32.02
2004-05-04,full,28.83
2004-05-04,rolling20y,31.07
2004-05-05,full,28.32
2004-05-05,rolling20y,30.3
2004-05-06,full,29.68
2004-05-06,rolling20y,32.23
2004-05-07,full,32.59
2004-05-07,rolling20y,36.14
2004-05-10,full,34.28
2004-05-10,rolling20y,38.13
2004-05-11,full,33.57
2004-05-11,rolling20y,37.44
2004-05-12,full,33.05
2004-05-12,rolling20y,36.69
2004-05-13,full,33.88
2004-05-13,rolling20y,37.94
2004-05-14,full,33.75
2004-05-14,rolling20y,37.63
2004-05-17,full,34.24
2004-05-17,rolling20y,37.82
2004-05-18,full,33.84
2004-05-18,rolling20y,37.53
2004-05-19,full,33.49
2004-05-19,rolling20y,36.82
2004-05-20,full,33.72
2004-05-20,rolling20y,37.16
2004-05-21,full,33.02
2004-05-21,rolling20y,36.27
2004-05-24,full,33.02
2004-05-24,rolling20y,36.36
2004-05-25,full,30.89
2004-05-25,rolling20y,33.83
2004-05-26,full,30.62
2004-05-26,rolling20y,33.47
2004-05-27,full,29.0
2004-05-27,rolling20y,31.13
2004-05-28,full,29.46
2004-05-28,rolling20y,31.8
2004-05-31,full,29.46
2004-05-31,rolling20y,31.8
2004-06-01,full,41.54
2004-06-01,rolling20y,46.54
2004-06-02,full,40.83
2004-06-02,rolling20y,45.54
2004-06-03,full,42.25
2004-06-03,rolling20y,47.45
2004-06-04,full,41.24
2004-06-04,rolling20y,46.07
2004-06-07,full,38.59
2004-06-07,rolling20y,42.41
2004-06-08,full,38.68
2004-06-08,rolling20y,42.58
2004-06-09,full,40.76
2004-06-09,rolling20y,45.55
2004-06-10,full,40.11
2004-06-10,rolling20y,44.63
2004-06-11,full,40.11
2004-06-11,rolling20y,44.63
2004-06-14,full,42.24
2004-06-14,rolling20y,47.62
2004-06-15,full,41.11
2004-06-15,rolling20y,46.05
2004-06-16,full,41.5
2004-06-16,rolling20y,46.7
2004-06-17,full,41.57
2004-06-17,rolling20y,46.76
2004-06-18,full,40.73
2004-06-18,rolling20y,45.51
2004-06-21,full,41.42
2004-06-21,rolling20y,46.42
2004-06-22,full,41.08
2004-06-22,rolling20y,46.01
2004-06-23,full,40.04
2004-06-23,rolling20y,44.61
2004-06-24,full,39.57
2004-06-24,rolling20y,43.74
2004-06-25,full,40.66
2004-06-25,rolling20y,45.3
2004-06-28,full,40.64
2004-06-28,rolling20y,45.21
2004-06-29,full,40.75
2004-06-29,rolling20y,45.47
2004-06-30,full,40.17
2004-06-30,rolling20y,44.71
2004-07-01,full,28.66
2004-07-01,rolling20y,30.26
2004-07-02,full,28.54
2004-07-02,rolling20y,29.93
2004-07-05,full,28.54
2004-07-05,rolling20y,29.93
2004-07-06,full,29.68
2004-07-06,rolling20y,31.22
2004-07-07,full,29.12
2004-07-07,rolling20y,30.44
2004-07-08,full,29.92
2004-07-08,rolling20y,31.18
2004-07-09,full,29.65
2004-07-09,rolling20y,30.95
2004-07-12,full,29.48
2004-07-12,rolling20y,30.75
2004-07-13,full,29.92
2004-07-13,rolling20y,31.47
2004-07-14,full,30.04
2004-07-14,rolling20y,31.4
2004-07-15,full,30.56
2004-07-15,rolling20y,32.02
2004-07-16,full,30.63
2004-07-16,rolling20y,31.82
2004-07-19,full,30.66
2004-07-19,rolling20y,31.86
2004-07-20,full,30.21
2004-07-20,rolling20y,31.5
2004-07-21,full,32.24
2004-07-21,rolling20y,33.94
2004-07-22,full,31.59
2004-07-22,rolling20y,33.07
2004-07-23,full,33.14
2004-07-23,rolling20y,34.92
2004-07-26,full,33.46
2004-07-26,rolling20y,35.31
2004-07-27,full,33.28
2004-07-27,rolling20y,35.57
2004-07-28,full,33.32
2004-07-28,rolling20y,35.64
2004-07-29,full,32.77
2004-07-29,rolling20y,35.03
2004-07-30,full,32.83
2004-07-30,rolling20y,35.16
2004-08-02,full,33.37
2004-08-02,rolling20y,35.61
2004-08-03,full,33.49
2004-08-03,rolling20y,35.47
2004-08-04,full,33.61
2004-08-04,rolling20y,35.57
2004-08-05,full,35.06
2004-08-05,rolling20y,36.86
2004-08-06,full,35.07
2004-08-06,rolling20y,35.74
2004-08-09,full,35.25
2004-08-09,rolling20y,36.1
2004-08-10,full,34.15
2004-08-10,rolling20y,35.27
2004-08-11,full,34.9
2004-08-11,rolling20y,36.24
2004-08-12,full,36.05
2004-08-12,rolling20y,37.18
2004-08-13,full,34.97
2004-08-13,rolling20y,35.58
2004-08-16,full,33.98
2004-08-16,rolling20y,34.97
2004-08-17,full,33.83
2004-08-17,rolling20y,34.89
2004-08-18,full,32.94
2004-08-18,rolling20y,34.19
2004-08-19,full,32.91
2004-08-19,rolling20y,33.93
2004-08-20,full,32.53
2004-08-20,rolling20y,33.69
2004-08-23,full,33.18
2004-08-23,rolling20y,34.55
2004-08-24,full,33.55
2004-08-24,rolling20y,35.14
2004-08-25,full,33.01
2004-08-25,rolling20y,34.73
2004-08-26,full,33.12
2004-08-26,rolling20y,34.91
2004-08-27,full,33.06
2004-08-27,rolling20y,34.94
2004-08-30,full,33.9
2004-08-30,rolling20y,35.8
2004-08-31,full,32.87
2004-08-31,rolling20y,34.43
2004-09-01,full,34.96
2004-09-01,rolling20y,37.44
2004-09-02,full,33.92
2004-09-02,rolling20y,36.37
2004-09-03,full,34.93
2004-09-03,rolling20y,37.72
2004-09-06,full,34.93
2004-09-06,rolling20y,37.72
2004-09-07,full,33.75
2004-09-07,rolling20y,36.18
2004-09-08,full,33.97
2004-09-08,rolling20y,36.3
2004-09-09,full,33.81
2004-09-09,rolling20y,36.12
2004-09-10,full,33.11
2004-09-10,rolling20y,35.22
2004-09-13,full,33.31
2004-09-13,rolling20y,35.62
2004-09-14,full,32.87
2004-09-14,rolling20y,35.02
2004-09-15,full,34.27
2004-09-15,rolling20y,36.84
2004-09-16,full,33.67
2004-09-16,rolling20y,36.02
2004-09-17,full,33.44
2004-09-17,rolling20y,35.9
2004-09-20,full,33.87
2004-09-20,rolling20y,36.27
2004-09-21,full,32.91
2004-09-21,rolling20y,35.07
2004-09-22,full,34.21
2004-09-22,rolling20y,36.38
2004-09-23,full,34.44
2004-09-23,rolling20y,36.51
2004-09-24,full,34.41
2004-09-24,rolling20y,36.53
2004-09-27,full,34.86
2004-09-27,rolling20y,36.86
2004-09-28,full,34.42
2004-09-28,rolling20y,36.52
2004-09-29,full,33.99
2004-09-29,rolling20y,36.03
2004-09-30,full,33.73
2004-09-30,rolling20y,35.6
2004-10-01,full,32.21
2004-10-01,rolling20y,34.01
2004-10-04,full,32.32
2004-10-04,rolling20y,34.33
2004-10-05,full,32.2
2004-10-05,rolling20y,34.11
2004-10-06,full,31.45
2004-10-06,rolling20y,33.31
2004-10-07,full,32.52
2004-10-07,rolling20y,34.41
2004-10-08,full,32.9
2004-10-08,rolling20y,34.65
2004-10-11,full,32.73
2004-10-11,rolling20y,34.45
2004-10-12,full,33.18
2004-10-12,rolling20y,35.07
2004-10-13,full,33.91
2004-10-13,rolling20y,35.84
2004-10-14,full,34.44
2004-10-14,rolling20y,36.15
2004-10-15,full,33.91
2004-10-15,rolling20y,35.56
2004-10-18,full,33.42
2004-10-18,rolling20y,35.06
2004-10-19,full,34.2
2004-10-19,rolling20y,35.77
2004-10-20,full,33.76
2004-10-20,rolling20y,35.1
2004-10-21,full,33.5
2004-10-21,rolling20y,34.82
2004-10-22,full,34.22
2004-10-22,rolling20y,35.46
2004-10-25,full,34.17
2004-10-25,rolling20y,35.32
2004-10-26,full,32.98
2004-10-26,rolling20y,34.26
2004-10-27,full,31.87
2004-10-27,rolling20y,33.1
2004-10-28,full,31.65
2004-10-28,rolling20y,32.84
2004-10-29,full,31.42
2004-10-29,rolling20y,32.6
2004-11-01,full,38.78
2004-11-01,rolling20y,42.24
2004-11-02,full,38.79
2004-11-02,rolling20y,42.25
2004-11-03,full,37.49
2004-11-03,rolling20y,40.85
2004-11-04,full,35.32
2004-11-04,rolling20y,38.17
2004-11-05,full,34.79
2004-11-05,rolling20y,37.42
2004-11-08,full,34.97
2004-11-08,rolling20y,37.64
2004-11-09,full,35.06
2004-11-09,rolling20y,37.79
2004-11-10,full,35.2
2004-11-10,rolling20y,38.01
2004-11-11,full,34.05
2004-11-11,rolling20y,36.49
2004-11-12,full,32.85
2004-11-12,rolling20y,35.29
2004-11-15,full,32.94
2004-11-15,rolling20y,35.39
2004-11-16,full,33.86
2004-11-16,rolling20y,36.25
2004-11-17,full,33.08
2004-11-17,rolling20y,35.48
2004-11-18,full,33.04
2004-11-18,rolling20y,35.5
2004-11-19,full,34.38
2004-11-19,rolling20y,36.87
2004-11-22,full,33.62
2004-11-22,rolling20y,35.97
2004-11-23,full,33.67
2004-11-23,rolling20y,35.99
2004-11-24,full,33.12
2004-11-24,rolling20y,35.45
2004-11-25,full,33.12
2004-11-25,rolling20y,35.46
2004-11-26,full,33.02
2004-11-26,rolling20y,35.33
2004-11-29,full,33.49
2004-11-29,rolling20y,35.82
2004-11-30,full,34.06
2004-11-30,rolling20y,36.47
2004-12-01,full,20.19
2004-12-01,rolling20y,20.57
2004-12-02,full,20.33
2004-12-02,rolling20y,20.72
2004-12-03,full,20.25
2004-12-03,rolling20y,20.63
2004-12-06,full,20.37
2004-12-06,rolling20y,20.77
2004-12-07,full,21.84
2004-12-07,rolling20y,22.32
2004-12-08,full,21.37
2004-12-08,rolling20y,21.96
2004-12-09,full,20.73
2004-12-09,rolling20y,21.32
2004-12-10,full,20.93
2004-12-10,rolling20y,21.54
2004-12-13,full,19.83
2004-12-13,rolling20y,20.31
2004-12-14,full,19.5
2004-12-14,rolling20y,20.07
2004-12-15,full,19.13
2004-12-15,rolling20y,19.57
2004-12-16,full,19.52
2004-12-16,rolling20y,20.04
2004-12-17,full,20.32
2004-12-17,rolling20y,20.8
2004-12-20,full,20.27
2004-12-20,rolling20y,20.74
2004-12-21,full,19.29
2004-12-21,rolling20y,19.77
2004-12-22,full,18.98
2004-12-22,rolling20y,19.49
2004-12-23,full,18.9
2004-12-23,rolling20y,19.38
2004-12-24,full,18.87
2004-12-24,rolling20y,19.33
2004-12-27,full,19.35
2004-12-27,rolling20y,19.76
2004-12-28,full,18.62
2004-12-28,rolling20y,18.98
2004-12-29,full,18.72
2004-12-29,rolling20y,19.09
2004-12-30,full,18.7
2004-12-30,rolling20y,19.08
2004-12-31,full,18.89
2004-12-31,rolling20y,19.32
2005-01-03,full,22.78
2005-01-03,rolling20y,22.59
2005-01-04,full,24.44
2005-01-04,rolling20y,24.5
2005-01-05,full,24.95
2005-01-05,rolling20y,25.0
2005-01-06,full,24.69
2005-01-06,rolling20y,24.81
2005-01-07,full,24.97
2005-01-07,rolling20y,25.06
2005-01-10,full,24.5
2005-01-10,rolling20y,24.59
2005-01-11,full,25.28
2005-01-11,rolling20y,25.38
2005-01-12,full,24.63
2005-01-12,rolling20y,24.54
2005-01-13,full,25.87
2005-01-13,rolling20y,26.13
2005-01-14,full,25.27
2005-01-14,rolling20y,25.41
2005-01-17,full,25.27
2005-01-17,rolling20y,25.41
2005-01-18,full,24.07
2005-01-18,rolling20y,24.13
2005-01-19,full,25.39
2005-01-19,rolling20y,25.57
2005-01-20,full,26.5
2005-01-20,rolling20y,27.01
2005-01-21,full,27.33
2005-01-21,rolling20y,28.05
2005-01-24,full,27.83
2005-01-24,rolling20y,28.66
2005-01-25,full,27.42
2005-01-25,rolling20y,28.18
2005-01-26,full,26.66
2005-01-26,rolling20y,27.21
2005-01-27,full,26.67
2005-01-27,rolling20y,27.23
2005-01-28,full,27.12
2005-01-28,rolling20y,27.78
2005-01-31,full,25.99
2005-01-31,rolling20y,26.31
2005-02-01,full,27.76
2005-02-01,rolling20y,28.2
2005-02-02,full,27.36
